stateFP,stateName,state1970,state1980,state1990,state2000,state2010,countyFP,countyName,county1970,county1980,county1990,county2000,county2010,placeFP,placeName,place1970,place1980,place1990,place2000,place2010,placeID,countyID
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,49072,Minor CDP,0,0,3313,1116,1094,1-49072,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,51456,Morris Town,0,623,1136,1827,1859,1-51456,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,51696,Mountain Brook City,19474,19718,19810,20604,20413,1-51696,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,52344,Mount Olive CDP,0,0,0,3957,4079,1-52344,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,52776,Mulga Town,0,405,261,973,836,1-52776,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,55152,North Johns Town,0,243,177,142,145,1-55152,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,60648,Pinson City,0,0,0,5033,7163,1-60648,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,61008,Pleasant Grove City,5090,7102,8458,9983,10110,1-61008,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,65412,Rock Creek CDP,0,0,0,1495,1456,1-65412,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,73848,Sumiton City,0,2815,2604,2665,2520,1-73848,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,74424,Sylvan Springs Town,0,450,1470,1465,1542,1-74424,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,74976,Tarrant City,6835,8148,0,7022,6397,1-74976,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,76944,Trussville City,2985,3507,8266,12924,19933,1-76944,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,78552,Vestavia Hills City,8311,15722,19749,24476,34033,1-78552,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,79944,Warrior City,2621,3260,3280,3169,3176,1-79944,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,73,Jefferson County,644991,671324,651525,662047,658466,81336,West Jefferson Town,0,357,388,344,338,1-81336,1-73
1,Alabama,3444165,3893888,4040587,4447100,4779736,75,Lamar County,14335,16453,15715,15904,14564,4948,Beaverton Town,0,360,319,226,201,1-4948,1-75
1,Alabama,3444165,3893888,4040587,4447100,4779736,75,Lamar County,14335,16453,15715,15904,14564,20392,Detroit Town,0,326,291,247,237,1-20392,1-75
1,Alabama,3444165,3893888,4040587,4447100,4779736,75,Lamar County,14335,16453,15715,15904,14564,39520,Kennedy Town,0,604,523,541,447,1-39520,1-75
1,Alabama,3444165,3893888,4040587,4447100,4779736,75,Lamar County,14335,16453,15715,15904,14564,48808,Millport Town,0,1287,1203,1160,1049,1-48808,1-75
1,Alabama,3444165,3893888,4040587,4447100,4779736,75,Lamar County,14335,16453,15715,15904,14564,73728,Sulligent City,0,2130,1886,2151,1927,1-73728,1-75
1,Alabama,3444165,3893888,4040587,4447100,4779736,75,Lamar County,14335,16453,15715,15904,14564,78480,Vernon City,0,2609,2247,2143,2000,1-78480,1-75
1,Alabama,3444165,3893888,4040587,4447100,4779736,77,Lauderdale County,68111,80546,79661,87966,92709,1756,Anderson Town,0,405,339,354,282,1-1756,1-77
1,Alabama,3444165,3893888,4040587,4447100,4779736,77,Lauderdale County,68111,80546,79661,87966,92709,26896,Florence City,34031,37029,36426,36264,39319,1-26896,1-77
1,Alabama,3444165,3893888,4040587,4447100,4779736,77,Lauderdale County,68111,80546,79661,87966,92709,39784,Killen Town,0,747,1047,1119,1108,1-39784,1-77
1,Alabama,3444165,3893888,4040587,4447100,4779736,77,Lauderdale County,68111,80546,79661,87966,92709,42640,Lexington Town,0,884,821,840,735,1-42640,1-77
1,Alabama,3444165,3893888,4040587,4447100,4779736,77,Lauderdale County,68111,80546,79661,87966,92709,66216,Rogersville Town,0,1224,1125,1199,1257,1-66216,1-77
1,Alabama,3444165,3893888,4040587,4447100,4779736,77,Lauderdale County,68111,80546,79661,87966,92709,67536,St. Florian Town,0,305,388,335,413,1-67536,1-77
1,Alabama,3444165,3893888,4040587,4447100,4779736,77,Lauderdale County,68111,80546,79661,87966,92709,77580,Underwood-petersville CDP,0,3836,3092,3137,3247,1-77580,1-77
1,Alabama,3444165,3893888,4040587,4447100,4779736,77,Lauderdale County,68111,80546,79661,87966,92709,80064,Waterloo Town,0,260,250,208,203,1-80064,1-77
1,Alabama,3444165,3893888,4040587,4447100,4779736,79,Lawrence County,27281,30170,31513,34803,34339,18040,Courtland Town,0,456,803,769,609,1-18040,1-79
1,Alabama,3444165,3893888,4040587,4447100,4779736,79,Lawrence County,27281,30170,31513,34803,34339,33544,Hatton CDP,0,0,0,0,261,1-33544,1-79
1,Alabama,3444165,3893888,4040587,4447100,4779736,79,Lawrence County,27281,30170,31513,34803,34339,34816,Hillsboro Town,0,278,587,608,552,1-34816,1-79
1,Alabama,3444165,3893888,4040587,4447100,4779736,79,Lawrence County,27281,30170,31513,34803,34339,51600,Moulton City,0,3197,3248,3260,3471,1-51600,1-79
1,Alabama,3444165,3893888,4040587,4447100,4779736,79,Lawrence County,27281,30170,31513,34803,34339,55044,North Courtland Town,0,0,973,799,632,1-55044,1-79
1,Alabama,3444165,3893888,4040587,4447100,4779736,79,Lawrence County,27281,30170,31513,34803,34339,76584,Town Creek Town,0,1201,1379,1216,1100,1-76584,1-79
1,Alabama,3444165,3893888,4040587,4447100,4779736,81,Lee County,61268,76283,87146,115092,140247,3076,Auburn City,22767,28471,33830,42987,53380,1-3076,1-81
1,Alabama,3444165,3893888,4040587,4447100,4779736,81,Lee County,61268,76283,87146,115092,140247,43744,Loachapoka Town,0,335,259,165,180,1-43744,1-81
1,Alabama,3444165,3893888,4040587,4447100,4779736,81,Lee County,61268,76283,87146,115092,140247,55440,Notasulga Town,0,876,979,916,965,1-55440,1-81
1,Alabama,3444165,3893888,4040587,4447100,4779736,81,Lee County,61268,76283,87146,115092,140247,57048,Opelika City,19027,21896,22122,23498,26477,1-57048,1-81
1,Alabama,3444165,3893888,4040587,4447100,4779736,81,Lee County,61268,76283,87146,115092,140247,59472,Phenix City City,25281,26928,25312,28265,32822,1-59472,1-81
1,Alabama,3444165,3893888,4040587,4447100,4779736,81,Lee County,61268,76283,87146,115092,140247,71190,Smiths Station City,0,0,0,0,4926,1-71190,1-81
1,Alabama,3444165,3893888,4040587,4447100,4779736,83,Limestone County,41699,46005,54135,65676,82782,2260,Ardmore Town,0,1096,1090,1034,1194,1-2260,1-83
1,Alabama,3444165,3893888,4040587,4447100,4779736,83,Limestone County,41699,46005,54135,65676,82782,2956,Athens City,14360,14558,16901,18967,21897,1-2956,1-83
1,Alabama,3444165,3893888,4040587,4447100,4779736,83,Limestone County,41699,46005,54135,65676,82782,20104,Decatur City,38044,42002,48761,53929,55683,1-20104,1-83
1,Alabama,3444165,3893888,4040587,4447100,4779736,83,Limestone County,41699,46005,54135,65676,82782,23488,Elkmont Town,0,429,389,470,434,1-23488,1-83
1,Alabama,3444165,3893888,4040587,4447100,4779736,83,Limestone County,41699,46005,54135,65676,82782,37000,Huntsville City,137802,142513,159789,158216,180105,1-37000,1-83
1,Alabama,3444165,3893888,4040587,4447100,4779736,83,Limestone County,41699,46005,54135,65676,82782,42352,Lester Town,0,117,89,107,111,1-42352,1-83
1,Alabama,3444165,3893888,4040587,4447100,4779736,83,Limestone County,41699,46005,54135,65676,82782,45784,Madison City,3086,4057,14904,29329,42938,1-45784,1-83
1,Alabama,3444165,3893888,4040587,4447100,4779736,83,Limestone County,41699,46005,54135,65676,82782,51264,Mooresville Town,0,58,54,59,53,1-51264,1-83
1,Alabama,3444165,3893888,4040587,4447100,4779736,85,Lowndes County,12897,13253,12658,13473,11299,5692,Benton Town,0,74,48,47,49,1-5692,1-85
1,Alabama,3444165,3893888,4040587,4447100,4779736,85,Lowndes County,12897,13253,12658,13473,11299,27520,Fort Deposit Town,0,1519,1240,1270,1344,1-27520,1-85
1,Alabama,3444165,3893888,4040587,4447100,4779736,85,Lowndes County,12897,13253,12658,13473,11299,30808,Gordonville Town,0,0,0,318,326,1-30808,1-85
1,Alabama,3444165,3893888,4040587,4447100,4779736,85,Lowndes County,12897,13253,12658,13473,11299,33712,Hayneville Town,0,592,969,1177,932,1-33712,1-85
1,Alabama,3444165,3893888,4040587,4447100,4779736,85,Lowndes County,12897,13253,12658,13473,11299,44536,Lowndesboro Town,0,207,139,140,115,1-44536,1-85
1,Alabama,3444165,3893888,4040587,4447100,4779736,85,Lowndes County,12897,13253,12658,13473,11299,51520,Mosses Town,0,649,1072,1101,1029,1-51520,1-85
1,Alabama,3444165,3893888,4040587,4447100,4779736,85,Lowndes County,12897,13253,12658,13473,11299,81912,White Hall Town,0,195,814,1014,858,1-81912,1-85
1,Alabama,3444165,3893888,4040587,4447100,4779736,87,Macon County,24841,26829,24928,24105,21452,28024,Franklin Town,0,133,152,149,149,1-28024,1-87
1,Alabama,3444165,3893888,4040587,4447100,4779736,87,Macon County,24841,26829,24928,24105,21452,70128,Shorter Town,0,0,461,355,474,1-70128,1-87
1,Alabama,3444165,3893888,4040587,4447100,4779736,87,Macon County,24841,26829,24928,24105,21452,77304,Tuskegee City,11028,13327,12257,11846,9865,1-77304,1-87
1,Alabama,3444165,3893888,4040587,4447100,4779736,89,Madison County,186540,196966,238912,276700,334811,32440,Gurley Town,0,735,1007,876,801,1-32440,1-89
1,Alabama,3444165,3893888,4040587,4447100,4779736,89,Madison County,186540,196966,238912,276700,334811,33472,Harvest CDP,0,0,1922,3054,5281,1-33472,1-89
1,Alabama,3444165,3893888,4040587,4447100,4779736,89,Madison County,186540,196966,238912,276700,334811,33808,Hazel Green CDP,0,1503,2208,3805,3630,1-33808,1-89
1,Alabama,3444165,3893888,4040587,4447100,4779736,89,Madison County,186540,196966,238912,276700,334811,48112,Meridianville CDP,0,1403,2852,4117,6021,1-48112,1-89
1,Alabama,3444165,3893888,4040587,4447100,4779736,89,Madison County,186540,196966,238912,276700,334811,51216,Moores Mill CDP,0,0,3362,5178,5682,1-51216,1-89
1,Alabama,3444165,3893888,4040587,4447100,4779736,89,Madison County,186540,196966,238912,276700,334811,54168,New Hope City,0,1546,2248,2539,2810,1-54168,1-89
1,Alabama,3444165,3893888,4040587,4447100,4779736,89,Madison County,186540,196966,238912,276700,334811,54312,New Market CDP,0,0,1094,1864,1597,1-54312,1-89
1,Alabama,3444165,3893888,4040587,4447100,4779736,89,Madison County,186540,196966,238912,276700,334811,57504,Owens Cross Roads Town,0,0,695,1124,1521,1-57504,1-89
1,Alabama,3444165,3893888,4040587,4447100,4779736,89,Madison County,186540,196966,238912,276700,334811,63912,Redstone Arsenal CDP,0,5728,4909,2365,1946,1-63912,1-89
1,Alabama,3444165,3893888,4040587,4447100,4779736,89,Madison County,186540,196966,238912,276700,334811,76824,Triana Town,0,285,499,458,496,1-76824,1-89
1,Alabama,3444165,3893888,4040587,4447100,4779736,91,Marengo County,23819,25047,23084,22539,21027,19912,Dayton Town,0,113,77,60,52,1-19912,1-91
1,Alabama,3444165,3893888,4040587,4447100,4779736,91,Marengo County,23819,25047,23084,22539,21027,20296,Demopolis City,7651,7678,7512,7540,7483,1-20296,1-91
1,Alabama,3444165,3893888,4040587,4447100,4779736,91,Marengo County,23819,25047,23084,22539,21027,25816,Faunsdale Town,0,174,96,87,98,1-25816,1-91
1,Alabama,3444165,3893888,4040587,4447100,4779736,91,Marengo County,23819,25047,23084,22539,21027,43240,Linden City,2697,2773,2548,2424,2123,1-43240,1-91
1,Alabama,3444165,3893888,4040587,4447100,4779736,91,Marengo County,23819,25047,23084,22539,21027,53112,Myrtlewood Town,0,252,197,139,130,1-53112,1-91
1,Alabama,3444165,3893888,4040587,4447100,4779736,91,Marengo County,23819,25047,23084,22539,21027,53208,Nanafalia CDP,0,0,0,0,94,1-53208,1-91
1,Alabama,3444165,3893888,4040587,4447100,4779736,91,Marengo County,23819,25047,23084,22539,21027,62688,Providence Town,0,363,307,311,223,1-62688,1-91
1,Alabama,3444165,3893888,4040587,4447100,4779736,91,Marengo County,23819,25047,23084,22539,21027,62952,Putnam CDP,0,0,0,0,193,1-62952,1-91
1,Alabama,3444165,3893888,4040587,4447100,4779736,91,Marengo County,23819,25047,23084,22539,21027,74304,Sweet Water Town,0,253,243,234,258,1-74304,1-91
1,Alabama,3444165,3893888,4040587,4447100,4779736,91,Marengo County,23819,25047,23084,22539,21027,75936,Thomaston Town,0,679,497,383,417,1-75936,1-91
1,Alabama,3444165,3893888,4040587,4447100,4779736,93,Marion County,23788,30041,29830,31214,30776,4852,Bear Creek Town,0,353,913,1053,1070,1-4852,1-93
1,Alabama,3444165,3893888,4040587,4447100,4779736,93,Marion County,23788,30041,29830,31214,30776,9424,Brilliant Town,0,871,751,762,900,1-9424,1-93
1,Alabama,3444165,3893888,4040587,4447100,4779736,93,Marion County,23788,30041,29830,31214,30776,32224,Guin City,0,2418,2464,2389,2376,1-32224,1-93
1,Alabama,3444165,3893888,4040587,4447100,4779736,93,Marion County,23788,30041,29830,31214,30776,32560,Hackleburg Town,0,883,1161,1527,1516,1-32560,1-93
1,Alabama,3444165,3893888,4040587,4447100,4779736,93,Marion County,23788,30041,29830,31214,30776,32704,Haleyville City,4134,5306,4452,4182,4173,1-32704,1-93
1,Alabama,3444165,3893888,4040587,4447100,4779736,93,Marion County,23788,30041,29830,31214,30776,32848,Hamilton City,3088,5093,5787,6786,6885,1-32848,1-93
1,Alabama,3444165,3893888,4040587,4447100,4779736,93,Marion County,23788,30041,29830,31214,30776,77352,Twin Town,0,0,0,0,399,1-77352,1-93
1,Alabama,3444165,3893888,4040587,4447100,4779736,95,Marshall County,54211,65622,70832,82231,93019,988,Albertville City,9963,12039,14507,17247,21160,1-988,1-95
1,Alabama,3444165,3893888,4040587,4447100,4779736,95,Marshall County,54211,65622,70832,82231,93019,21328,Douglas Town,0,116,474,530,744,1-21328,1-95
1,Alabama,3444165,3893888,4040587,4447100,4779736,95,Marshall County,54211,65622,70832,82231,93019,31096,Grant Town,0,632,638,665,896,1-31096,1-95
1,Alabama,3444165,3893888,4040587,4447100,4779736,95,Marshall County,54211,65622,70832,82231,93019,32416,Guntersville City,6491,7041,7038,7395,8197,1-32416,1-95
1,Alabama,3444165,3893888,4040587,4447100,4779736,95,Marshall County,54211,65622,70832,82231,93019,77784,Union Grove Town,0,127,119,94,77,1-77784,1-95
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,3508,Axis CDP,0,0,0,0,757,1-3508,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,4684,Bayou La Batre City,2664,2005,2456,2313,2558,1-4684,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,5212,Belle Fontaine CDP,0,0,0,0,608,1-5212,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,10456,Bucks CDP,0,0,0,0,32,1-10456,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,11488,Calvert CDP,0,0,2136,3158,277,1-11488,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,14392,Chickasaw City,8447,7402,6649,6364,6106,1-14392,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,14968,Chunchula CDP,0,0,0,0,210,1-14968,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,15064,Citronelle City,0,2841,3671,3659,3905,1-15064,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,18304,Creola City,0,1652,1896,2002,1926,1-18304,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,19744,Dauphin Island Town,0,0,824,1371,1238,1-19744,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,31024,Grand Bay CDP,0,3185,3383,3918,3672,1-31024,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,32248,Gulfcrest CDP,0,0,0,0,161,1-32248,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,50000,Mobile City,190026,200452,196278,198915,195111,1-50000,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,52608,Mount Vernon Town,0,1038,902,844,1574,1-52608,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,52680,Movico CDP,0,0,0,0,305,1-52680,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,62496,Prichard City,41578,39541,34311,28633,22659,1-62496,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,68160,Saraland City,7840,9833,11751,12288,13405,1-68160,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,68352,Satsuma City,0,3822,5194,5687,6168,1-68352,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,75768,Theodore CDP,0,6392,6509,6811,6130,1-75768,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,97,Mobile County,317308,364980,378643,399843,412992,76320,Tillmans Corner CDP,0,15941,17988,15685,17398,1-76320,1-97
1,Alabama,3444165,3893888,4040587,4447100,4779736,99,Monroe County,20883,22651,23968,24324,23068,4900,Beatrice Town,0,558,454,412,301,1-4900,1-99
1,Alabama,3444165,3893888,4040587,4447100,4779736,99,Monroe County,20883,22651,23968,24324,23068,24880,Excel Town,0,385,571,582,723,1-24880,1-99
1,Alabama,3444165,3893888,4040587,4447100,4779736,99,Monroe County,20883,22651,23968,24324,23068,28312,Frisco City Town,0,1424,1581,1460,1309,1-28312,1-99
1,Alabama,3444165,3893888,4040587,4447100,4779736,99,Monroe County,20883,22651,23968,24324,23068,47848,Megargel CDP,0,0,0,0,62,1-47848,1-99
1,Alabama,3444165,3893888,4040587,4447100,4779736,99,Monroe County,20883,22651,23968,24324,23068,50192,Monroeville City,4846,5674,6993,6862,6519,1-50192,1-99
1,Alabama,3444165,3893888,4040587,4447100,4779736,99,Monroe County,20883,22651,23968,24324,23068,59232,Peterman CDP,0,0,0,0,89,1-59232,1-99
1,Alabama,3444165,3893888,4040587,4447100,4779736,99,Monroe County,20883,22651,23968,24324,23068,78120,Uriah CDP,0,0,0,0,294,1-78120,1-99
1,Alabama,3444165,3893888,4040587,4447100,4779736,99,Monroe County,20883,22651,23968,24324,23068,79272,Vredenburgh Town,0,433,313,327,312,1-79272,1-99
1,Alabama,3444165,3893888,4040587,4447100,4779736,101,Montgomery County,167790,197038,209085,223510,229363,51000,Montgomery City,133386,177857,187106,201568,205764,1-51000,1-101
1,Alabama,3444165,3893888,4040587,4447100,4779736,101,Montgomery County,167790,197038,209085,223510,229363,59760,Pike Road Town,0,0,0,310,5406,1-59760,1-101
1,Alabama,3444165,3893888,4040587,4447100,4779736,103,Morgan County,77306,90231,100043,111064,119490,24688,Eva Town,0,185,438,491,519,1-24688,1-103
1,Alabama,3444165,3893888,4040587,4447100,4779736,103,Morgan County,77306,90231,100043,111064,119490,25648,Falkville Town,0,1310,1337,1202,1279,1-25648,1-103
1,Alabama,3444165,3893888,4040587,4447100,4779736,103,Morgan County,77306,90231,100043,111064,119490,33448,Hartselle City,7355,8858,10795,12019,14255,1-33448,1-103
1,Alabama,3444165,3893888,4040587,4447100,4779736,103,Morgan County,77306,90231,100043,111064,119490,62472,Priceville Town,0,966,1323,1631,2658,1-62472,1-103
1,Alabama,3444165,3893888,4040587,4447100,4779736,103,Morgan County,77306,90231,100043,111064,119490,71496,Somerville Town,0,140,211,347,724,1-71496,1-103
1,Alabama,3444165,3893888,4040587,4447100,4779736,103,Morgan County,77306,90231,100043,111064,119490,76872,Trinity Town,0,1328,1380,1841,2095,1-76872,1-103
1,Alabama,3444165,3893888,4040587,4447100,4779736,105,Perry County,15388,15012,12759,11861,10591,46768,Marion City,4289,4467,4211,3511,3686,1-46768,1-105
1,Alabama,3444165,3893888,4040587,4447100,4779736,105,Perry County,15388,15012,12759,11861,10591,77904,Uniontown Town,0,2112,1730,1636,1775,1-77904,1-105
1,Alabama,3444165,3893888,4040587,4447100,4779736,107,Pickens County,20326,21481,20699,20949,19746,1228,Aliceville City,2851,3207,3009,2567,2486,1-1228,1-107
1,Alabama,3444165,3893888,4040587,4447100,4779736,107,Pickens County,20326,21481,20699,20949,19746,12304,Carrollton Town,0,1104,1170,987,1019,1-12304,1-107
1,Alabama,3444165,3893888,4040587,4447100,4779736,107,Pickens County,20326,21481,20699,20949,19746,24472,Ethelsville Town,0,95,52,81,81,1-24472,1-107
1,Alabama,3444165,3893888,4040587,4447100,4779736,107,Pickens County,20326,21481,20699,20949,19746,30736,Gordo Town,0,2112,1918,1677,1750,1-30736,1-107
1,Alabama,3444165,3893888,4040587,4447100,4779736,107,Pickens County,20326,21481,20699,20949,19746,45316,Macedonia CDP,0,0,0,291,292,1-45316,1-107
1,Alabama,3444165,3893888,4040587,4447100,4779736,107,Pickens County,20326,21481,20699,20949,19746,45640,Mcmullen Town,0,164,112,66,10,1-45640,1-107
1,Alabama,3444165,3893888,4040587,4447100,4779736,107,Pickens County,20326,21481,20699,20949,19746,48052,Memphis Town,0,95,54,33,29,1-48052,1-107
1,Alabama,3444165,3893888,4040587,4447100,4779736,107,Pickens County,20326,21481,20699,20949,19746,59592,Pickensville Town,0,132,169,662,608,1-59592,1-107
1,Alabama,3444165,3893888,4040587,4447100,4779736,107,Pickens County,20326,21481,20699,20949,19746,64104,Reform Town,0,2245,2105,1978,1702,1-64104,1-107
1,Alabama,3444165,3893888,4040587,4447100,4779736,109,Pike County,25038,28050,27595,29605,32899,3940,Banks Town,0,160,195,224,179,1-3940,1-109
1,Alabama,3444165,3893888,4040587,4447100,4779736,109,Pike County,25038,28050,27595,29605,32899,10240,Brundidge City,2709,3213,2472,2341,2076,1-10240,1-109
1,Alabama,3444165,3893888,4040587,4447100,4779736,109,Pike County,25038,28050,27595,29605,32899,30880,Goshen Town,0,365,302,300,266,1-30880,1-109
1,Alabama,3444165,3893888,4040587,4447100,4779736,109,Pike County,25038,28050,27595,29605,32899,76920,Troy City,11482,12945,13051,13935,18033,1-76920,1-109
1,Alabama,3444165,3893888,4040587,4447100,4779736,111,Randolph County,18331,20075,19881,22380,22913,31000,Graham CDP,0,0,0,0,211,1-31000,1-111
1,Alabama,3444165,3893888,4040587,4447100,4779736,111,Randolph County,18331,20075,19881,22380,22913,51468,Morrison Crossroads CDP,0,0,0,0,219,1-51468,1-111
1,Alabama,3444165,3893888,4040587,4447100,4779736,111,Randolph County,18331,20075,19881,22380,22913,65040,Roanoke City,5251,5896,6362,6563,6074,1-65040,1-111
1,Alabama,3444165,3893888,4040587,4447100,4779736,111,Randolph County,18331,20075,19881,22380,22913,65592,Rock Mills CDP,0,0,0,676,600,1-65592,1-111
1,Alabama,3444165,3893888,4040587,4447100,4779736,111,Randolph County,18331,20075,19881,22380,22913,79344,Wadley Town,0,532,517,640,751,1-79344,1-111
1,Alabama,3444165,3893888,4040587,4447100,4779736,111,Randolph County,18331,20075,19881,22380,22913,80496,Wedowee Town,0,908,796,818,823,1-80496,1-111
1,Alabama,3444165,3893888,4040587,4447100,4779736,111,Randolph County,18331,20075,19881,22380,22913,83400,Woodland Town,0,192,189,192,184,1-83400,1-111
1,Alabama,3444165,3893888,4040587,4447100,4779736,113,Russell County,45394,47356,46860,49756,52947,37096,Hurtsboro Town,0,752,707,592,553,1-37096,1-113
1,Alabama,3444165,3893888,4040587,4447100,4779736,113,Russell County,45394,47356,46860,49756,52947,40648,Ladonia CDP,0,0,2905,3229,3142,1-40648,1-113
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,820,Alabaster City,2642,7079,14732,22619,30352,1-820,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,9064,Brantleyville CDP,0,0,0,0,884,1-9064,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,9500,Brook Highland CDP,0,0,0,0,6746,1-9500,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,14104,Chelsea City,0,0,1329,2949,10183,1-14104,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,16768,Columbiana City,0,2655,2968,3316,4197,1-16768,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,21890,Dunnavant CDP,0,0,0,0,981,1-21890,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,33256,Harpersville Town,0,934,772,1620,1637,1-33256,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,34490,Highland Lakes CDP,0,0,0,0,3926,1-34490,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,37465,Indian Springs Village City,0,0,0,2225,2363,1-37465,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,47740,Meadowbrook CDP,0,0,4621,4697,8769,1-47740,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,50312,Montevallo City,3719,3965,4239,4825,6323,1-50312,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,58848,Pelham City,0,6759,9765,14369,21352,1-58848,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,69672,Shelby CDP,0,0,0,0,1044,1-69672,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,69978,Shoal Creek CDP,0,0,0,0,1400,1-69978,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,73056,Sterrett CDP,0,0,0,0,712,1-73056,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,78312,Vandiver CDP,0,0,0,0,1135,1-78312,1-117
1,Alabama,3444165,3893888,4040587,4447100,4779736,117,Shelby County,38037,66298,99358,143293,195085,79008,Vincent Town,0,1652,1767,1853,1988,1-79008,1-117
